subscription_id,user_id,platform,plan,price,start_date
S19779,U13685,SonyLIV,Basic,199,2023-01-11
S19780,U22368,Hotstar,Basic,499,2024-08-06
S19781,U19744,Netflix,Premium,499,2023-10-29
S19782,U22808,Netflix,Premium,199,2024-10-22
S19783,U40195,Netflix,Premium,499,2023-08-31
S19784,U14584,Hotstar,Basic,199,2024-10-03
S19785,U43087,Hotstar,Basic,199,2023-09-25
S19786,U7737,Hotstar,Basic,499,2023-05-23
S19787,U48113,Prime,Premium,499,2024-04-01
S19788,U1617,Hotstar,Basic,199,2024-02-03
S19789,U35702,SonyLIV,Basic,299,2024-02-07
S19790,U11472,Hotstar,Basic,199,2023-12-31
S19791,U25638,Prime,Basic,199,2024-03-30
S19792,U10669,Prime,Basic,199,2024-07-12
S19793,U33044,SonyLIV,Basic,499,2024-10-19
S19794,U27361,Netflix,Premium,299,2023-04-29
S19795,U8312,SonyLIV,Basic,499,2023-10-05
S19796,U6441,Netflix,Premium,499,2023-10-29
S19797,U14766,Prime,Premium,299,2024-05-01
S19798,U34594,Netflix,Basic,499,2024-09-11
S19799,U2329,SonyLIV,Premium,499,2023-12-28
S19800,U11238,Prime,Premium,499,2023-10-17
S19801,U38269,Netflix,Premium,499,2024-06-13
S19802,U34828,Netflix,Basic,499,2023-04-09
S19803,U30495,Netflix,Basic,299,2024-12-05
S19804,U12947,Hotstar,Premium,499,2024-12-03
S19805,U1345,Netflix,Premium,199,2024-07-25
S19806,U20818,Netflix,Basic,299,2023-01-12
S19807,U41647,Hotstar,Basic,299,2024-10-12
S19808,U15494,Prime,Premium,199,2024-12-16
S19809,U46870,SonyLIV,Premium,199,2023-08-31
S19810,U15984,Prime,Premium,499,2024-08-16
S19811,U25032,Prime,Basic,299,2024-06-03
S19812,U2139,Netflix,Premium,499,2024-06-13
S19813,U35719,Netflix,Basic,499,2023-06-10
S19814,U34500,Hotstar,Premium,499,2023-11-09
S19815,U25563,SonyLIV,Premium,499,2023-10-04
S19816,U23787,Netflix,Basic,299,2024-08-08
S19817,U106,SonyLIV,Premium,499,2023-06-08
S19818,U30078,Prime,Premium,299,2024-10-02
S19819,U36732,Prime,Premium,299,2024-09-24
S19820,U38458,Hotstar,Basic,199,2023-01-14
S19821,U42867,Hotstar,Basic,299,2023-05-07
S19822,U41878,Netflix,Basic,299,2023-10-28
S19823,U35457,Netflix,Basic,199,2023-02-11
S19824,U43318,SonyLIV,Premium,299,2024-07-21
S19825,U15647,SonyLIV,Premium,299,2023-06-13
S19826,U6226,SonyLIV,Premium,299,2023-04-02
S19827,U7564,Hotstar,Basic,199,2024-02-21
S19828,U8827,Prime,Premium,299,2024-10-02
S19829,U12453,SonyLIV,Basic,299,2023-07-11
S19830,U20360,SonyLIV,Premium,499,2024-05-13
S19831,U23207,Hotstar,Basic,199,2023-11-07
S19832,U49264,Hotstar,Basic,499,2024-05-23
S19833,U20628,SonyLIV,Basic,299,2024-11-28
S19834,U44557,Hotstar,Premium,199,2023-08-28
S19835,U6666,Netflix,Basic,199,2023-07-29
S19836,U25270,Prime,Basic,499,2023-06-29
S19837,U29053,Netflix,Basic,499,2023-11-20
S19838,U20614,Hotstar,Premium,299,2023-04-12
S19839,U17760,Prime,Basic,199,2023-03-08
S19840,U29382,SonyLIV,Basic,199,2024-11-02
S19841,U37246,Hotstar,Basic,299,2023-02-19
S19842,U31643,SonyLIV,Basic,499,2024-08-02
S19843,U42261,Netflix,Basic,499,2024-06-07
S19844,U43481,Prime,Premium,499,2023-12-09
S19845,U13811,Prime,Premium,199,2023-11-14
S19846,U31567,Hotstar,Basic,199,2024-01-20
S19847,U5603,SonyLIV,Premium,499,2024-04-22
S19848,U28558,Prime,Basic,199,2023-08-09
S19849,U29340,SonyLIV,Basic,499,2024-09-24
S19850,U4927,Netflix,Premium,499,2024-12-29
S19851,U11687,Hotstar,Premium,499,2023-04-19
S19852,U35554,SonyLIV,Basic,299,2024-12-07
S19853,U16482,Hotstar,Basic,299,2024-08-05
S19854,U37926,Hotstar,Premium,499,2024-11-14
S19855,U12686,Prime,Premium,299,2023-08-20
S19856,U9115,Prime,Basic,499,2024-01-25
S19857,U15477,Netflix,Basic,299,2023-03-26
S19858,U46956,Netflix,Basic,299,2023-03-20
S19859,U27599,SonyLIV,Basic,499,2024-02-03
S19860,U38761,Prime,Basic,299,2024-06-05
S19861,U34003,Hotstar,Basic,299,2024-04-20
S19862,U6607,Prime,Premium,299,2024-01-13
S19863,U10990,Netflix,Basic,199,2024-05-19
S19864,U5061,SonyLIV,Premium,199,2023-01-31
S19865,U14168,Prime,Premium,199,2023-11-09
S19866,U9277,Prime,Basic,199,2024-06-27
S19867,U35928,Prime,Basic,499,2023-08-04
S19868,U7112,Netflix,Premium,299,2024-11-17
S19869,U19618,Netflix,Premium,199,2024-12-23
S19870,U43009,SonyLIV,Basic,199,2024-05-21
S19871,U13124,Prime,Basic,499,2024-04-23
S19872,U13647,Prime,Basic,199,2024-08-07
S19873,U6978,SonyLIV,Basic,199,2023-06-03
S19874,U41869,SonyLIV,Premium,499,2024-03-13
S19875,U32023,Prime,Basic,499,2024-02-03
S19876,U41016,Netflix,Basic,499,2023-12-31
S19877,U39192,Hotstar,Basic,299,2024-12-21
S19878,U33282,Netflix,Basic,299,2023-05-04
S19879,U41999,Hotstar,Premium,299,2023-06-09
S19880,U26662,Netflix,Premium,199,2023-04-29
S19881,U4615,Prime,Basic,299,2024-11-28
S19882,U40962,SonyLIV,Premium,299,2023-05-23
S19883,U47218,Prime,Premium,499,2023-07-26
S19884,U27074,SonyLIV,Premium,499,2024-09-05
S19885,U17207,Netflix,Basic,199,2024-10-28
S19886,U18865,Netflix,Premium,299,2023-01-16
S19887,U7571,Netflix,Premium,499,2024-04-01
S19888,U7827,SonyLIV,Basic,299,2023-11-27
S19889,U21790,Netflix,Premium,499,2023-11-02
S19890,U33303,Netflix,Premium,499,2023-06-03
S19891,U8334,Netflix,Basic,499,2023-02-07
S19892,U44011,Prime,Basic,299,2024-09-06
S19893,U16413,SonyLIV,Basic,499,2023-10-15
S19894,U21360,Hotstar,Premium,499,2023-11-20
S19895,U31886,Hotstar,Basic,499,2023-09-25
S19896,U11806,Prime,Premium,199,2023-02-01
S19897,U20486,Hotstar,Basic,499,2024-09-20
S19898,U46219,Prime,Basic,299,2024-02-27
S19899,U2159,SonyLIV,Premium,499,2023-10-03
S19900,U14906,Netflix,Premium,499,2024-11-02
S19901,U23970,Hotstar,Premium,299,2023-12-23
S19902,U16681,Hotstar,Basic,199,2024-05-09
S19903,U44043,Hotstar,Basic,299,2024-07-25
S19904,U9710,Hotstar,Premium,499,2024-01-19
S19905,U1208,Hotstar,Basic,299,2024-06-26
S19906,U22500,Netflix,Premium,199,2023-01-22
S19907,U32854,Netflix,Basic,299,2023-01-10
S19908,U4130,Prime,Premium,299,2023-06-14
S19909,U38957,Netflix,Basic,499,2024-08-29
S19910,U9225,Hotstar,Premium,499,2024-11-12
S19911,U33638,Netflix,Basic,299,2023-08-30
S19912,U24574,Netflix,Premium,299,2023-06-28
S19913,U15245,SonyLIV,Premium,299,2024-05-04
S19914,U10195,Prime,Basic,299,2023-09-08
S19915,U40063,SonyLIV,Basic,499,2024-07-10
S19916,U24732,Netflix,Premium,299,2024-11-23
S19917,U37828,SonyLIV,Basic,299,2024-12-20
S19918,U14812,Hotstar,Premium,199,2023-05-10
S19919,U38244,SonyLIV,Premium,499,2024-07-14
S19920,U11170,Netflix,Premium,299,2023-09-21
S19921,U47647,SonyLIV,Basic,299,2024-09-21
S19922,U26828,SonyLIV,Premium,199,2023-12-17
S19923,U39014,Prime,Premium,199,2024-04-14
S19924,U49218,Hotstar,Basic,199,2024-09-08
S19925,U4790,Netflix,Basic,499,2024-12-13
S19926,U27351,SonyLIV,Premium,199,2023-05-08
S19927,U42968,Prime,Basic,499,2023-11-12
S19928,U18935,Hotstar,Basic,299,2023-11-21
S19929,U43541,SonyLIV,Premium,199,2023-08-16
S19930,U37347,Netflix,Basic,199,2024-04-23
S19931,U19156,Netflix,Basic,499,2024-08-12
S19932,U18494,Hotstar,Premium,199,2023-07-02
S19933,U33442,Prime,Basic,499,2024-03-03
S19934,U35636,Prime,Premium,499,2023-09-05
S19935,U50,SonyLIV,Basic,499,2024-01-06
S19936,U13609,Hotstar,Basic,199,2023-11-15
S19937,U23334,Netflix,Basic,299,2023-02-25
S19938,U35784,Hotstar,Premium,499,2023-11-15
S19939,U4124,Hotstar,Premium,299,2024-07-20
S19940,U28724,Prime,Basic,199,2024-02-16
S19941,U6605,Hotstar,Premium,199,2024-04-09
S19942,U26287,Netflix,Basic,299,2023-11-09
S19943,U44234,Netflix,Premium,299,2023-02-12
S19944,U41948,Prime,Premium,499,2024-10-06
S19945,U48530,Hotstar,Premium,199,2023-04-01
S19946,U34802,Prime,Basic,499,2024-12-31
S19947,U6709,Netflix,Premium,199,2024-05-07
S19948,U15770,Prime,Premium,499,2023-12-17
S19949,U21919,Prime,Premium,299,2023-05-01
S19950,U45546,Netflix,Premium,499,2023-12-26
S19951,U12310,Hotstar,Basic,199,2023-06-26
S19952,U29865,Hotstar,Basic,299,2024-07-20
S19953,U22034,Hotstar,Basic,499,2023-07-04
S19954,U23936,Netflix,Premium,299,2023-04-29
S19955,U8378,Netflix,Premium,499,2023-08-13
S19956,U20679,Netflix,Basic,499,2024-12-27
S19957,U36738,Hotstar,Premium,199,2024-05-09
S19958,U33491,Netflix,Premium,299,2024-12-04
S19959,U22893,SonyLIV,Basic,299,2024-11-16
S19960,U32044,Netflix,Basic,299,2024-11-01
S19961,U15135,SonyLIV,Basic,299,2023-09-14
S19962,U32277,Prime,Basic,299,2024-01-16
S19963,U46866,Netflix,Basic,199,2024-11-30
S19964,U44879,Netflix,Premium,199,2023-11-10
S19965,U38647,Netflix,Basic,499,2023-06-13
S19966,U2503,Netflix,Premium,299,2023-01-20
S19967,U45036,SonyLIV,Basic,199,2023-12-27
S19968,U7124,Netflix,Basic,299,2024-02-19
S19969,U37824,Prime,Premium,499,2024-04-22
S19970,U28774,Prime,Premium,299,2024-01-04
S19971,U37067,Hotstar,Premium,199,2024-12-17
S19972,U13284,Hotstar,Basic,499,2024-05-15
S19973,U4994,Netflix,Premium,299,2024-03-27
S19974,U3437,Netflix,Premium,199,2023-08-16
S19975,U41119,SonyLIV,Basic,199,2024-06-26
S19976,U46751,Hotstar,Basic,499,2024-12-31
S19977,U25191,Prime,Premium,299,2023-07-07
S19978,U44051,Prime,Basic,199,2023-10-04
S19979,U44741,Prime,Premium,499,2024-12-03
S19980,U36197,SonyLIV,Premium,499,2023-12-06
S19981,U11095,Prime,Basic,499,2023-05-29
S19982,U24057,Prime,Basic,499,2023-08-25
S19983,U32409,SonyLIV,Premium,499,2023-01-27
S19984,U21730,Hotstar,Basic,299,2024-11-27
S19985,U5010,Hotstar,Basic,199,2023-12-21
S19986,U26117,Prime,Basic,499,2023-06-28
S19987,U28664,Hotstar,Premium,299,2023-09-26
S19988,U16743,Prime,Premium,299,2024-01-07
S19989,U6876,SonyLIV,Premium,299,2023-10-02
S19990,U26528,Netflix,Basic,299,2023-10-24
S19991,U11334,SonyLIV,Basic,499,2024-06-21
S19992,U28745,Prime,Basic,299,2023-08-04
S19993,U487,SonyLIV,Premium,199,2023-03-18
S19994,U26836,SonyLIV,Basic,499,2024-08-09
S19995,U7075,SonyLIV,Premium,499,2023-03-26
S19996,U13759,Hotstar,Premium,299,2024-02-02
S19997,U28738,Prime,Basic,299,2023-10-26
S19998,U21356,Netflix,Premium,499,2023-10-09
S19999,U4356,Prime,Basic,299,2023-11-08
S20000,U1487,Prime,Premium,499,2024-05-22
S20001,U9318,Hotstar,Basic,299,2024-02-25
S20002,U8142,Netflix,Basic,299,2024-05-04
S20003,U10835,Prime,Basic,299,2023-05-27
S20004,U8181,SonyLIV,Basic,199,2023-10-09
S20005,U25800,SonyLIV,Basic,499,2024-04-23
S20006,U32943,Prime,Premium,299,2023-07-14
S20007,U39655,Hotstar,Premium,499,2024-02-02
S20008,U490,Hotstar,Premium,299,2023-05-24
S20009,U9808,Hotstar,Basic,199,2024-08-10
S20010,U24417,Prime,Basic,499,2023-09-22
S20011,U20057,Hotstar,Premium,299,2024-01-30
S20012,U17363,SonyLIV,Premium,499,2024-07-06
S20013,U34208,Netflix,Premium,199,2023-06-07
S20014,U29593,Netflix,Premium,499,2024-02-09
S20015,U44613,SonyLIV,Basic,199,2023-07-02
S20016,U31648,SonyLIV,Premium,499,2023-10-14
S20017,U29641,Hotstar,Premium,299,2024-10-06
S20018,U2501,Hotstar,Premium,199,2023-12-07
S20019,U22510,Netflix,Basic,299,2023-12-04
S20020,U38397,SonyLIV,Basic,199,2024-02-17
S20021,U16337,Prime,Basic,199,2023-08-30
S20022,U26340,Prime,Basic,299,2024-02-10
S20023,U26800,Hotstar,Premium,199,2024-07-23
S20024,U44534,SonyLIV,Premium,499,2023-02-10
S20025,U8790,Netflix,Basic,199,2023-01-18
S20026,U21381,SonyLIV,Basic,199,2024-12-31
S20027,U1055,Prime,Premium,499,2024-05-28
S20028,U30784,Hotstar,Premium,299,2023-12-14
S20029,U13530,SonyLIV,Premium,199,2023-09-05
S20030,U27101,SonyLIV,Basic,499,2023-07-15
S20031,U38934,SonyLIV,Premium,299,2023-10-14
S20032,U37229,SonyLIV,Premium,499,2024-01-25
S20033,U41750,Netflix,Basic,299,2023-11-07
S20034,U30621,Prime,Basic,199,2023-02-13
S20035,U45828,Prime,Premium,299,2023-06-18
S20036,U5217,Netflix,Basic,299,2023-07-06
S20037,U35679,SonyLIV,Premium,299,2024-04-30
S20038,U44066,Netflix,Basic,299,2023-03-27
S20039,U10558,Hotstar,Basic,499,2023-02-01
S20040,U37099,Prime,Premium,199,2023-04-21
S20041,U31631,Hotstar,Premium,199,2023-12-15
S20042,U30459,SonyLIV,Basic,499,2023-07-26
S20043,U5188,Hotstar,Premium,299,2024-04-02
S20044,U24088,Hotstar,Basic,199,2024-02-23
S20045,U42699,Hotstar,Basic,299,2024-12-26
S20046,U24152,Hotstar,Premium,199,2024-10-01
S20047,U24491,Prime,Premium,299,2023-01-13
S20048,U22705,Netflix,Basic,299,2023-02-28
S20049,U48114,Hotstar,Premium,199,2024-04-13
S20050,U32258,Hotstar,Premium,299,2023-02-12
S20051,U21012,Netflix,Basic,299,2023-12-17
S20052,U25660,SonyLIV,Basic,499,2023-08-29
S20053,U45046,Prime,Basic,299,2024-10-14
S20054,U42532,Prime,Basic,199,2024-06-22
S20055,U24957,Netflix,Premium,299,2024-05-28
S20056,U38278,Hotstar,Basic,199,2024-05-01
S20057,U34892,Prime,Premium,499,2024-05-14
S20058,U5530,Hotstar,Basic,299,2023-10-29
S20059,U34332,Prime,Basic,199,2024-04-12
S20060,U18847,SonyLIV,Premium,299,2023-03-06
S20061,U2127,Hotstar,Basic,199,2023-09-25
S20062,U11139,Prime,Premium,299,2023-06-26
S20063,U49680,SonyLIV,Basic,199,2023-01-19
S20064,U32426,Prime,Premium,199,2023-09-02
S20065,U36707,Netflix,Basic,199,2023-04-11
S20066,U4429,Netflix,Basic,299,2023-06-05
S20067,U159,Hotstar,Basic,199,2023-11-11
S20068,U29050,Netflix,Basic,499,2023-07-22
S20069,U12114,Hotstar,Basic,499,2024-06-16
S20070,U18095,Hotstar,Basic,199,2024-10-31
S20071,U23039,Prime,Premium,299,2024-07-15
S20072,U22368,Netflix,Premium,499,2024-03-03
S20073,U27178,Netflix,Basic,199,2023-03-06
S20074,U10472,Prime,Premium,199,2024-08-27
S20075,U32083,Prime,Premium,199,2023-03-09
S20076,U20589,Hotstar,Premium,199,2023-06-17
S20077,U28914,Prime,Basic,299,2024-03-17
S20078,U45086,Hotstar,Premium,299,2023-08-30
S20079,U45520,Prime,Premium,299,2024-10-30
S20080,U34086,Hotstar,Basic,499,2023-01-13
S20081,U48757,Netflix,Basic,499,2023-12-01
S20082,U23824,Netflix,Basic,199,2024-01-08
S20083,U1489,SonyLIV,Premium,499,2024-05-08
S20084,U24442,Prime,Premium,499,2024-07-25
S20085,U19309,Netflix,Premium,199,2024-02-22
S20086,U20021,SonyLIV,Premium,199,2024-04-25
S20087,U43958,Netflix,Premium,199,2024-04-20
S20088,U2684,Prime,Premium,499,2024-03-20
S20089,U14346,Prime,Basic,299,2024-05-02
S20090,U30046,Hotstar,Basic,199,2023-07-31
S20091,U43686,SonyLIV,Basic,199,2023-05-07
S20092,U44030,Netflix,Basic,299,2024-04-02
S20093,U35917,Prime,Premium,499,2024-09-23
S20094,U16922,Netflix,Basic,499,2023-09-16
S20095,U19896,Hotstar,Premium,299,2024-10-14
S20096,U24110,Netflix,Basic,299,2024-07-17
S20097,U41939,Hotstar,Basic,199,2023-03-06
S20098,U49759,Netflix,Premium,199,2024-06-25
S20099,U9348,Netflix,Premium,299,2024-04-11
S20100,U11388,Hotstar,Premium,299,2023-12-18
S20101,U10531,Prime,Premium,499,2024-04-15
S20102,U15953,Hotstar,Premium,499,2024-03-30
S20103,U5446,Prime,Basic,299,2024-09-07
S20104,U1987,Hotstar,Premium,199,2023-04-04
S20105,U11478,Prime,Premium,199,2024-10-24
S20106,U14705,Hotstar,Basic,299,2024-10-17
S20107,U24875,Prime,Basic,499,2023-10-21
S20108,U26435,Hotstar,Premium,499,2023-05-08
S20109,U41511,Netflix,Basic,299,2024-10-21
S20110,U4951,Hotstar,Premium,299,2024-04-07
S20111,U37951,Prime,Basic,199,2023-01-13
S20112,U48457,Hotstar,Premium,299,2024-01-08
S20113,U46997,Hotstar,Premium,299,2024-04-29
S20114,U33251,Prime,Basic,499,2023-12-03
S20115,U25632,Prime,Premium,299,2023-02-09
S20116,U30588,Prime,Basic,199,2024-11-24
S20117,U633,Prime,Premium,499,2023-05-15
S20118,U36826,SonyLIV,Premium,299,2024-01-12
S20119,U40658,Prime,Premium,299,2024-02-29
S20120,U39658,SonyLIV,Premium,199,2023-05-31
S20121,U24265,Prime,Basic,199,2023-05-25
S20122,U20488,Prime,Premium,299,2023-01-27
S20123,U6618,Hotstar,Basic,499,2024-08-27
S20124,U11847,Prime,Premium,199,2023-06-12
S20125,U26742,Prime,Basic,499,2023-03-29
S20126,U3756,Netflix,Basic,499,2024-11-06
S20127,U15682,SonyLIV,Premium,499,2024-05-03
S20128,U24799,SonyLIV,Premium,499,2024-08-20
S20129,U29410,Hotstar,Premium,499,2024-01-05
S20130,U1300,Netflix,Premium,499,2024-01-15
S20131,U42992,Netflix,Premium,199,2024-06-09
S20132,U17190,Netflix,Basic,299,2024-01-31
S20133,U24766,Netflix,Premium,499,2023-08-19
S20134,U8582,Netflix,Premium,499,2024-06-28
S20135,U20099,SonyLIV,Premium,299,2024-04-18
S20136,U29582,Prime,Basic,499,2024-07-24
S20137,U6235,Prime,Premium,499,2023-01-21
S20138,U27196,Prime,Basic,499,2023-01-07
S20139,U19542,Prime,Premium,199,2023-12-13
S20140,U23714,SonyLIV,Basic,199,2024-04-10
S20141,U43945,Netflix,Basic,199,2023-12-13
S20142,U6038,Prime,Basic,499,2023-05-31
S20143,U31764,Prime,Basic,299,2023-09-08
S20144,U26661,SonyLIV,Basic,199,2024-09-03
S20145,U40561,SonyLIV,Premium,299,2023-01-25
S20146,U20948,Netflix,Premium,299,2023-10-06
S20147,U14446,Hotstar,Basic,499,2023-01-05
S20148,U8880,Hotstar,Premium,299,2024-06-30
S20149,U10241,Netflix,Basic,199,2024-01-29
S20150,U25706,Prime,Basic,199,2024-08-07
S20151,U43918,Hotstar,Premium,299,2024-01-01
S20152,U42156,Hotstar,Basic,299,2024-11-08
S20153,U28300,SonyLIV,Premium,299,2024-08-04
S20154,U25041,Hotstar,Basic,199,2024-12-16
S20155,U1026,Hotstar,Basic,299,2023-07-26
S20156,U21578,Prime,Premium,299,2023-09-17
S20157,U43183,SonyLIV,Basic,299,2023-03-05
S20158,U1399,Hotstar,Basic,499,2024-02-07
S20159,U31843,Prime,Premium,199,2023-05-21
S20160,U18999,SonyLIV,Basic,299,2023-11-23
S20161,U9937,Prime,Premium,499,2023-01-30
S20162,U7752,SonyLIV,Basic,199,2023-04-24
S20163,U18344,Netflix,Basic,499,2023-09-06
S20164,U2539,Hotstar,Premium,499,2023-02-02
S20165,U33838,Hotstar,Premium,199,2024-09-04
S20166,U35284,Hotstar,Basic,299,2023-06-19
S20167,U48637,Netflix,Basic,199,2024-05-30
S20168,U4162,Netflix,Premium,199,2023-02-23
S20169,U16868,Netflix,Basic,299,2024-11-23
S20170,U44585,Hotstar,Basic,199,2023-02-23
S20171,U47873,Hotstar,Premium,499,2023-09-21
S20172,U29078,Hotstar,Premium,199,2024-06-06
S20173,U23953,Netflix,Premium,299,2024-03-06
S20174,U27390,Prime,Basic,199,2023-09-28
S20175,U26617,Prime,Basic,499,2024-10-06
S20176,U46790,Hotstar,Basic,299,2024-05-08
S20177,U23372,Prime,Premium,199,2023-03-28
S20178,U18090,Hotstar,Basic,199,2023-07-11
S20179,U36871,SonyLIV,Basic,199,2024-05-29
S20180,U48823,Prime,Premium,199,2024-12-05
S20181,U19392,Netflix,Basic,299,2024-06-07
S20182,U36773,Prime,Premium,299,2024-09-30
S20183,U4153,Hotstar,Basic,199,2023-08-05
S20184,U45966,Prime,Premium,499,2023-01-02
S20185,U8770,Prime,Basic,299,2023-01-23
S20186,U14068,Hotstar,Basic,199,2023-01-17
S20187,U28477,SonyLIV,Basic,499,2024-07-27
S20188,U18561,SonyLIV,Premium,299,2023-04-25
S20189,U31652,Netflix,Premium,299,2024-04-29
S20190,U24565,SonyLIV,Basic,199,2024-06-08
S20191,U42757,Prime,Basic,299,2024-01-10
S20192,U25637,Netflix,Premium,299,2023-09-13
S20193,U47242,SonyLIV,Premium,199,2023-02-16
S20194,U40779,Netflix,Premium,199,2024-01-20
S20195,U17933,SonyLIV,Premium,499,2023-05-23
S20196,U25936,Prime,Premium,499,2023-09-04
S20197,U4995,Netflix,Basic,499,2024-09-16
S20198,U29542,Netflix,Premium,499,2023-10-19
S20199,U5903,Netflix,Premium,199,2024-02-14
S20200,U10114,Hotstar,Premium,499,2023-07-04
S20201,U37326,Hotstar,Premium,199,2024-02-27
S20202,U21787,Prime,Basic,199,2023-03-26
S20203,U29363,Hotstar,Basic,499,2024-07-18
S20204,U4975,Hotstar,Basic,499,2024-01-25
S20205,U20415,SonyLIV,Premium,199,2023-06-04
S20206,U21305,Hotstar,Basic,199,2024-09-03
S20207,U17159,Prime,Basic,499,2023-08-13
S20208,U9302,SonyLIV,Premium,499,2023-03-30
S20209,U48145,Netflix,Premium,199,2023-05-18
S20210,U33599,Hotstar,Basic,199,2024-06-07
S20211,U3609,Netflix,Basic,299,2023-07-27
S20212,U33747,SonyLIV,Basic,299,2023-05-11
S20213,U11918,Netflix,Premium,299,2023-10-04
S20214,U30373,SonyLIV,Basic,199,2023-01-04
S20215,U23139,Prime,Premium,199,2024-08-27
S20216,U15738,Prime,Basic,299,2024-06-23
S20217,U18765,SonyLIV,Premium,299,2023-06-11
S20218,U17946,SonyLIV,Basic,299,2023-05-23
S20219,U5070,Hotstar,Basic,499,2023-07-12
S20220,U13859,Prime,Premium,199,2024-10-26
S20221,U25570,SonyLIV,Basic,499,2024-02-13
S20222,U28745,Hotstar,Basic,199,2024-06-01
S20223,U14266,SonyLIV,Basic,199,2023-04-15
S20224,U4373,SonyLIV,Basic,199,2024-01-26
S20225,U14735,Prime,Premium,499,2023-07-23
S20226,U23601,SonyLIV,Basic,299,2023-03-19
S20227,U37414,Prime,Basic,199,2023-02-01
S20228,U44798,Netflix,Basic,199,2024-02-01
S20229,U16217,SonyLIV,Basic,199,2023-03-02
S20230,U23620,Prime,Premium,199,2024-09-29
S20231,U22915,SonyLIV,Premium,499,2023-01-09
S20232,U42261,Prime,Premium,199,2023-12-07
S20233,U29848,SonyLIV,Basic,299,2023-07-27
S20234,U3454,SonyLIV,Basic,299,2024-01-09
S20235,U1826,SonyLIV,Basic,199,2024-03-20
S20236,U8648,Netflix,Basic,299,2024-07-08
S20237,U3143,Hotstar,Premium,299,2024-03-25
S20238,U15492,SonyLIV,Premium,499,2024-06-14
S20239,U3873,SonyLIV,Basic,499,2024-09-06
S20240,U41427,SonyLIV,Premium,499,2023-06-16
S20241,U22965,SonyLIV,Premium,299,2023-07-19
S20242,U45870,Prime,Premium,199,2023-10-02
S20243,U39148,Netflix,Basic,199,2023-05-27
S20244,U13512,Prime,Basic,499,2023-07-03
S20245,U38193,SonyLIV,Premium,499,2024-09-21
S20246,U24575,SonyLIV,Basic,499,2023-09-03
S20247,U34371,SonyLIV,Basic,299,2024-06-12
S20248,U20680,Netflix,Basic,299,2024-02-22
S20249,U12037,SonyLIV,Basic,199,2023-08-26
S20250,U36676,Prime,Basic,499,2024-07-01
S20251,U3439,Prime,Premium,299,2023-04-22
S20252,U20077,SonyLIV,Basic,299,2023-07-28
S20253,U27101,Prime,Premium,299,2024-04-29
S20254,U20640,SonyLIV,Basic,499,2023-05-21
S20255,U31084,Netflix,Basic,299,2023-07-15
S20256,U8059,Prime,Premium,299,2023-03-01
S20257,U48401,Hotstar,Basic,199,2023-12-04
S20258,U10752,Hotstar,Premium,499,2023-06-29
S20259,U25039,Prime,Premium,299,2023-03-01
S20260,U46704,Prime,Basic,499,2023-07-18
S20261,U22423,Prime,Basic,299,2024-12-17
S20262,U19242,Hotstar,Premium,299,2023-01-09
S20263,U35031,SonyLIV,Basic,299,2024-05-02
S20264,U36364,SonyLIV,Basic,299,2024-09-24
S20265,U2265,Prime,Premium,199,2024-01-20
S20266,U29393,Prime,Premium,199,2023-05-17
S20267,U42623,Hotstar,Premium,499,2023-01-02
S20268,U30839,Prime,Premium,499,2023-07-03
S20269,U45072,SonyLIV,Premium,299,2023-03-06
S20270,U48300,Netflix,Premium,499,2023-05-28
S20271,U41755,Netflix,Basic,499,2024-05-27
S20272,U25375,SonyLIV,Basic,299,2023-11-06
S20273,U3790,Netflix,Basic,199,2024-09-07
S20274,U12017,Netflix,Basic,299,2024-10-19
S20275,U28177,Netflix,Premium,299,2024-03-26
S20276,U48260,Hotstar,Premium,199,2024-03-04
S20277,U2516,SonyLIV,Basic,499,2023-06-20
S20278,U9096,SonyLIV,Basic,499,2024-12-29
S20279,U456,Hotstar,Basic,199,2023-02-03
S20280,U29181,Hotstar,Basic,499,2023-02-02
S20281,U17611,Prime,Basic,199,2023-02-12
S20282,U15576,SonyLIV,Basic,499,2023-05-16
S20283,U39663,Hotstar,Premium,299,2023-09-22
S20284,U46952,Netflix,Basic,199,2023-02-25
S20285,U26842,Netflix,Basic,199,2024-11-09
S20286,U19369,Hotstar,Basic,299,2023-09-20
S20287,U39180,Prime,Basic,299,2023-01-28
S20288,U4014,Netflix,Basic,499,2024-10-02
S20289,U31840,Hotstar,Basic,499,2023-11-26
S20290,U45960,Hotstar,Basic,299,2024-02-08
S20291,U41687,Hotstar,Premium,199,2023-02-07
S20292,U14521,SonyLIV,Premium,199,2023-08-15
S20293,U22781,Hotstar,Basic,299,2023-04-17
S20294,U13518,Hotstar,Premium,499,2024-03-13
S20295,U3359,Netflix,Premium,499,2023-08-09
S20296,U31098,Prime,Basic,499,2023-11-18
S20297,U41567,Netflix,Basic,299,2024-01-01
S20298,U3843,Hotstar,Basic,499,2023-08-22
S20299,U21028,Prime,Basic,199,2024-10-23
S20300,U31067,Netflix,Premium,199,2023-08-15
S20301,U4934,Prime,Premium,499,2024-09-18
S20302,U7682,Prime,Basic,199,2023-10-02
S20303,U28550,Hotstar,Premium,499,2023-10-04
S20304,U8186,Netflix,Premium,199,2023-10-19
S20305,U24404,Prime,Basic,499,2024-01-21
S20306,U33987,Hotstar,Premium,299,2023-09-23
